Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	513	-	4307	-	1	-	0.475778093301
	2.	572	-	3577	-	1	-	0.481159595468
	3.	556	-	3792	-	2	-	0.490698547767
	4.	562	-	3844	-	1	-	0.493199260552
	5.	577	-	3445	-	1	-	0.501477411504
	6.	535	-	3306	-	1	-	0.503975097302
	7.	524	-	3150	-	1	-	0.509832395906
	8.	533	-	3080	-	1	-	0.521402783666
	9.	565	-	2816	-	1	-	0.5333229187
	10.	550	-	2600	-	1	-	0.531103703383
	11.	525	-	2457	-	1	-	0.533736049698
	12.	519	-	2183	-	1	-	0.537725824561
	13.	515	-	2142	-	1	-	0.5427685676
	14.	581	-	2100	-	1	-	0.539429958275
	15.	591	-	2065	-	1	-	0.554376742414
	16.	582	-	1890	-	1	-	0.563523372336
	17.	511	-	1690	-	1	-	0.566206273657
	18.	558	-	1610	-	1	-	0.559217831217
	19.	549	-	1980	-	2	-	0.571221738461
	20.	517	-	1540	-	2	-	0.583639503338
	21.	512	-	1500	-	1	-	0.570952449773
	22.	570	-	1806	-	2	-	0.585780595072
	23.	509	-	1378	-	1	-	0.59324259378
	24.	542	-	1342	-	1	-	0.607830174431
	25.	596	-	1128	-	1	-	0.613267179995
	26.	585	-	1189	-	1	-	0.614693679447
	27.	592	-	1089	-	1	-	0.645354067976
	28.	504	-	899	-	1	-	0.650958840088
	29.	531	-	851	-	1	-	0.639725427523
	30.	527	-	840	-	2	-	0.655311477398
	31.	564	-	810	-	2	-	0.672837794717
	32.	587	-	630	-	1	-	0.677401187021
	33.	528	-	608	-	2	-	0.682812924128
	34.	595	-	651	-	1	-	0.672579758829
	35.	560	-	544	-	1	-	0.653869344338
	36.	579	-	496	-	1	-	0.656384570912
	37.	523	-	460	-	1	-	0.66762699543
	38.	551	-	425	-	1	-	0.631037367394
	39.	552	-	493	-	1	-	0.613005247445
	40.	543	-	377	-	2	-	0.60739596695
	41.	563	-	325	-	1	-	0.608423844036
	42.	573	-	304	-	1	-	0.570340224067
	43.	575	-	276	-	2	-	0.57782447115
	44.	593	-	264	-	1	-	0.577124151314
	45.	530	-	275	-	4	-	0.59803472514
	46.	584	-	372	-	1	-	0.630924189759
	47.	526	-	221	-	1	-	0.576790413418
	48.	576	-	210	-	2	-	0.588051078144
	49.	568	-	138	-	1	-	0.597820806644
	50.	508	-	110	-	1	-	0.587949823286
	51.	506	-	119	-	1	-	0.582560576678
	52.	554	-	108	-	2	-	0.597699696137
	53.	538	-	78	-	1	-	0.587845487845
	54.	516	-	60	-	3	-	0.593025625168
	55.	539	-	54	-	2	-	0.584396159396
	56.	510	-	35	-	1	-	0.575131313131
	57.	520	-	24	-	4	-	0.56485260771
	58.	599	-	20	-	1	-	0.531071428571
	59.	501	-	10	-	1	-	0.562781954887
	60.	529	-	10	-	10	-	0.571428571429
	61.	534	-	4	-	1	-	0.64880952381
	62.	571	-	4	-	8	-	0.0

Clusters:

	513
	572
	556
	555
	562
	577
	535
	524
	533
	565
	550
	525
	519
	515
	581
	591
	582
	511
	558
	549
	557
	517
	540
	512
	570
	569
	509
	542
	596
	585
	592
	504
	531
	527
	537
	564
	567
	587
	528
	548
	595
	560
	579
	523
	551
	552
	543
	536
	563
	573
	575
	561
	593
	530
	578
	583
	580
	584
	526
	576
	586
	568
	508
	506
	554
	553
	538
	516
	502
	500
	539
	518
	510
	520
	594
	503
	574
	599
	501
	529
	505, 507, 521, 522, 532, 559, 566, 588, 589
	534
	571
	544, 545, 546, 547, 590, 597, 598

DB Index:				1.56820418457
Average Silhouette Coefficient:	0.783373995619
