Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	273	-	57	-	1	-	0.427344913619
	2.	232	-	55	-	2	-	0.427506912469
	3.	292	-	53	-	1	-	0.407824411371
	4.	250	-	51	-	1	-	0.42676256492
	5.	239	-	48	-	2	-	0.425891311418
	6.	240	-	46	-	4	-	0.455729070967
	7.	265	-	45	-	1	-	0.455999239951
	8.	264	-	43	-	1	-	0.452964306649
	9.	244	-	42	-	1	-	0.464354339287
	10.	241	-	40	-	1	-	0.413237050306
	11.	206	-	38	-	2	-	0.442026128633
	12.	213	-	33	-	2	-	0.463335738336
	13.	277	-	32	-	1	-	0.473678836886
	14.	286	-	30	-	4	-	0.464541920664
	15.	269	-	24	-	1	-	0.455469877345
	16.	287	-	24	-	1	-	0.465160725799
	17.	225	-	21	-	1	-	0.451052449965
	18.	233	-	20	-	1	-	0.412328042328
	19.	255	-	18	-	1	-	0.370454545455
	20.	228	-	18	-	1	-	0.402325581395
	21.	254	-	14	-	1	-	0.40873015873
	22.	235	-	13	-	1	-	0.382113821138
	23.	271	-	11	-	1	-	0.375
	24.	243	-	8	-	1	-	0.350427350427
	25.	280	-	6	-	1	-	0.315789473684
	26.	207	-	3	-	2	-	0.268518518519
	27.	215	-	3	-	2	-	0.28431372549
	28.	229	-	3	-	2	-	0.229166666667
	29.	274	-	3	-	2	-	0.166666666667
	30.	261	-	2	-	3	-	0.185185185185
	31.	289	-	2	-	3	-	0.208333333333
	32.	299	-	2	-	3	-	0.238095238095
	33.	217	-	1	-	1	-	0.2
	34.	218	-	1	-	1	-	0.157894736842
	35.	219	-	1	-	1	-	0.0
	36.	220	-	1	-	2	-	0.0
	37.	226	-	1	-	2	-	0.0
	38.	230	-	1	-	2	-	0.0
	39.	234	-	1	-	2	-	0.0
	40.	236	-	1	-	2	-	0.0
	41.	251	-	1	-	2	-	0.0
	42.	267	-	1	-	2	-	0.0
	43.	270	-	1	-	2	-	0.0
	44.	283	-	1	-	2	-	0.0

Clusters:

	273
	232
	295
	292
	250
	239
	275
	240
	297
	238
	224
	265
	264
	244
	241
	206
	205
	213
	212
	277
	286
	279
	288
	291
	269
	287
	225
	233
	255
	228
	254
	235
	271
	243
	280
	207
	245
	215
	249
	229
	200
	274
	263
	261
	260
	246
	289
	290
	242
	299
	293
	203
	217
	218
	219
	220
	221
	226
	227
	230
	231
	234
	281
	236
	237
	251
	252
	267
	296
	270
	272
	283
	284

DB Index:				inf
Average Silhouette Coefficient:	1.0
