Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	218 <-> 250	-	34720	-	0	-	0.452024685405
	2.	200 <-> 239	-	34050	-	0	-	0.456051252445
	3.	239 <-> 254	-	31008	-	0	-	0.460202352487
	4.	244 <-> 277	-	26180	-	0	-	0.460138109272
	5.	230 <-> 264	-	25296	-	0	-	0.461352306034
	6.	235 <-> 265	-	23436	-	0	-	0.462363395401
	7.	265 <-> 290	-	22066	-	0	-	0.463940661362
	8.	228 <-> 250	-	22400	-	0	-	0.46567761185
	9.	239 <-> 264	-	21056	-	0	-	0.464155541835
	10.	206 <-> 236	-	21320	-	0	-	0.466349113327
	11.	232 <-> 236	-	21528	-	0	-	0.466147662884
	12.	213 <-> 284	-	19795	-	0	-	0.462549054491
	13.	284 <-> 292	-	25400	-	0	-	0.462981642811
	14.	205 <-> 250	-	19600	-	0	-	0.465174894541
	15.	232 <-> 250	-	21045	-	0	-	0.466543798267
	16.	273 <-> 280	-	19090	-	0	-	0.467710527876
	17.	205 <-> 273	-	18870	-	0	-	0.47003168465
	18.	244 <-> 264	-	18792	-	0	-	0.471771193238
	19.	273 <-> 281	-	17955	-	0	-	0.474012887062
	20.	269 <-> 277	-	16517	-	0	-	0.474379974536
	21.	215 <-> 273	-	15960	-	0	-	0.474868994425
	22.	232 <-> 273	-	19422	-	0	-	0.475122320202
	23.	277 <-> 296	-	20492	-	0	-	0.479231909243
	24.	264 <-> 277	-	17940	-	0	-	0.480096227573
	25.	230 <-> 265	-	16800	-	0	-	0.481637532539
	26.	232 <-> 260	-	15225	-	0	-	0.482018886345
	27.	215 <-> 244	-	14880	-	0	-	0.481542194087
	28.	228 <-> 244	-	17860	-	0	-	0.482185310484
	29.	232 <-> 244	-	17204	-	0	-	0.480935874988
	30.	240 <-> 244	-	16830	-	0	-	0.481317228794
	31.	232 <-> 287	-	16104	-	0	-	0.476597747362
	32.	232 <-> 240	-	14280	-	0	-	0.472209417595
	33.	287 <-> 296	-	15504	-	0	-	0.473122659604
	34.	224 <-> 240	-	14872	-	0	-	0.477952052754
	35.	213 <-> 263	-	13783	-	0	-	0.483353728703
	36.	273 <-> 277	-	13031	-	0	-	0.478901673909
	37.	277 <-> 286	-	15980	-	0	-	0.479211523876
	38.	242 <-> 289	-	17711	-	0	-	0.488343943968
	39.	240 <-> 243	-	12741	-	0	-	0.489590618466
	40.	240 <-> 255	-	13195	-	0	-	0.491154479583
	41.	240 <-> 292	-	16107	-	0	-	0.492616467887
	42.	264 <-> 290	-	13321	-	0	-	0.493138320463
	43.	271 <-> 290	-	12025	-	0	-	0.505923708591
	44.	261 <-> 273	-	10880	-	0	-	0.506064207362
	45.	264 <-> 287	-	11340	-	0	-	0.512000280421
	46.	245 <-> 273	-	10653	-	0	-	0.511489299773
	47.	269 <-> 273	-	12090	-	0	-	0.511725365078
	48.	235 <-> 269	-	10647	-	0	-	0.51211675451
	49.	207 <-> 227	-	11730	-	0	-	0.510290270492
	50.	244 <-> 288	-	11718	-	0	-	0.519422690583
	51.	279 <-> 286	-	11524	-	0	-	0.519783973137
	52.	245 <-> 287	-	12922	-	0	-	0.531199498251
	53.	207 <-> 226	-	12261	-	0	-	0.544898128388
	54.	244 <-> 245	-	11102	-	0	-	0.554030548479
	55.	261 <-> 286	-	8723	-	0	-	0.547457213139
	56.	246 <-> 261	-	9845	-	0	-	0.552023423184
	57.	260 <-> 269	-	10034	-	0	-	0.553849907202
	58.	207 <-> 239	-	8176	-	0	-	0.557883392743
	59.	235 <-> 252	-	8904	-	0	-	0.561360737316
	60.	219 <-> 292	-	7260	-	0	-	0.564566980159
	61.	221 <-> 292	-	9610	-	0	-	0.570695550309
	62.	265 <-> 281	-	6665	-	0	-	0.574937883318
	63.	239 <-> 269	-	6318	-	0	-	0.573741971163
	64.	232 <-> 265	-	5985	-	0	-	0.571704065922
	65.	213 <-> 232	-	7100	-	0	-	0.572081705563
	66.	215 <-> 232	-	7089	-	0	-	0.572252778558
	67.	228 <-> 232	-	7850	-	0	-	0.573619763708
	68.	241 <-> 267	-	6705	-	0	-	0.574086684435
	69.	232 <-> 296	-	7840	-	0	-	0.575130389588
	70.	240 <-> 269	-	5512	-	0	-	0.572521126705
	71.	250 <-> 269	-	7350	-	0	-	0.572586358277
	72.	252 <-> 269	-	7956	-	0	-	0.587198230423
	73.	215 <-> 265	-	4800	-	0	-	0.586068677424
	74.	215 <-> 228	-	5617	-	0	-	0.587983264456
	75.	228 <-> 265	-	4800	-	0	-	0.58666888867
	76.	213 <-> 265	-	4680	-	0	-	0.585822005816
	77.	265 <-> 273	-	4042	-	0	-	0.581516722059
	78.	263 <-> 265	-	6240	-	0	-	0.582299500924
	79.	264 <-> 265	-	6864	-	0	-	0.586670016254
	80.	265 <-> 274	-	6578	-	0	-	0.594758731192
	81.	232 <-> 233	-	4025	-	0	-	0.596118189622
	82.	235 <-> 286	-	3135	-	0	-	0.592768571204
	83.	236 <-> 250	-	4970	-	0	-	0.605553959332
	84.	227 <-> 235	-	4620	-	0	-	0.607587998352
	85.	235 <-> 273	-	4420	-	0	-	0.617439942451
	86.	232 <-> 292	-	2752	-	0	-	0.600974726227
	87.	206 <-> 232	-	3683	-	0	-	0.596408516181
	88.	205 <-> 232	-	3915	-	0	-	0.605540936273
	89.	224 <-> 292	-	3968	-	0	-	0.606307407245
	90.	227 <-> 273	-	1575	-	0	-	0.611274890294
	91.	239 <-> 286	-	1368	-	0	-	0.608935448914
	92.	240 <-> 246	-	1744	-	0	-	0.614067987608
	93.	239 <-> 240	-	1501	-	0	-	0.597890557732
	94.	239 <-> 250	-	2380	-	0	-	0.604283251796
	95.	238 <-> 240	-	2124	-	0	-	0.607022977823
	96.	215 <-> 225	-	1080	-	0	-	0.605730030604
	97.	215 <-> 234	-	1260	-	0	-	0.604600390397
	98.	213 <-> 293	-	1010	-	0	-	0.605919899215
	99.	213 <-> 228	-	981	-	0	-	0.603434232994
	100.	213 <-> 241	-	936	-	0	-	0.599138104545
	101.	213 <-> 292	-	2052	-	0	-	0.599981097169
	102.	215 <-> 243	-	672	-	0	-	0.598989418816
	103.	215 <-> 241	-	836	-	0	-	0.594729766607
	104.	215 <-> 292	-	1890	-	0	-	0.595733329255
	105.	273 <-> 286	-	280	-	0	-	0.568606878841
	106.	286 <-> 288	-	1378	-	0	-	0.569215706847
	107.	286 <-> 291	-	1155	-	0	-	0.570085461141
	108.	225 <-> 234	-	264	-	0	-	0.568339060885
	109.	225 <-> 280	-	308	-	0	-	0.569467487477
	110.	229 <-> 254	-	408	-	0	-	0.575574953295
	111.	228 <-> 241	-	213	-	0	-	0.573138608191
	112.	206 <-> 292	-	410	-	0	-	0.573455653935
	113.	234 <-> 292	-	420	-	0	-	0.573306803323
	114.	225 <-> 243	-	343	-	0	-	0.572712203635
	115.	225 <-> 255	-	208	-	0	-	0.569943218211
	116.	229 <-> 255	-	544	-	0	-	0.570002910958
	117.	225 <-> 299	-	366	-	0	-	0.568759948978
	118.	228 <-> 299	-	470	-	0	-	0.566390856882
	119.	225 <-> 292	-	336	-	0	-	0.564000412248
	120.	228 <-> 292	-	658	-	0	-	0.565826896266
	121.	225 <-> 230	-	608	-	0	-	0.559108044342
	122.	229 <-> 230	-	957	-	0	-	0.552258729273
	123.	225 <-> 231	-	870	-	0	-	0.549062382241
	124.	229 <-> 231	-	720	-	0	-	0.554541834296
	125.	224 <-> 232	-	88	-	1	-	0.562243804217
	126.	230 <-> 231	-	88	-	1	-	0.570162731037
	127.	205 <-> 206	-	87	-	0	-	0.560669497124
	128.	240 <-> 297	-	85	-	1	-	0.574393347082
	129.	226 <-> 227	-	82	-	0	-	0.545311714429
	130.	246 <-> 287	-	82	-	0	-	0.516230081776
	131.	206 <-> 234	-	80	-	0	-	0.5038801418
	132.	238 <-> 239	-	70	-	1	-	0.513598211488
	133.	239 <-> 275	-	71	-	1	-	0.530955047932
	134.	203 <-> 225	-	68	-	0	-	0.536540732432
	135.	254 <-> 280	-	62	-	0	-	0.53797321719
	136.	234 <-> 254	-	71	-	0	-	0.52610037982
	137.	263 <-> 264	-	62	-	0	-	0.527045757971
	138.	225 <-> 229	-	61	-	0	-	0.525768697373
	139.	200 <-> 225	-	60	-	0	-	0.527432813246
	140.	200 <-> 229	-	61	-	0	-	0.530077321275
	141.	263 <-> 274	-	59	-	0	-	0.517787405309
	142.	203 <-> 299	-	54	-	0	-	0.519183080472
	143.	226 <-> 286	-	53	-	1	-	0.527998179754
	144.	246 <-> 286	-	54	-	1	-	0.537729753906
	145.	286 <-> 287	-	54	-	1	-	0.549079442428
	146.	227 <-> 286	-	54	-	1	-	0.563908808716
	147.	273 <-> 288	-	51	-	1	-	0.574371457985
	148.	273 <-> 291	-	50	-	1	-	0.586093271055
	149.	263 <-> 273	-	51	-	1	-	0.600072942166
	150.	203 <-> 292	-	46	-	0	-	0.60156372343
	151.	243 <-> 265	-	42	-	0	-	0.602028663504
	152.	265 <-> 293	-	49	-	0	-	0.603664563766
	153.	265 <-> 292	-	38	-	0	-	0.590077981592
	154.	200 <-> 292	-	36	-	0	-	0.591724890881
	155.	234 <-> 281	-	31	-	0	-	0.590483431708
	156.	280 <-> 281	-	39	-	0	-	0.591427764885
	157.	234 <-> 280	-	27	-	0	-	0.594011442324
	158.	234 <-> 243	-	26	-	0	-	0.595658351613
	159.	280 <-> 293	-	25	-	0	-	0.597305260902
	160.	255 <-> 281	-	17	-	0	-	0.598158519398
	161.	255 <-> 280	-	17	-	0	-	0.599389087287
	162.	200 <-> 255	-	17	-	0	-	0.60120513527
	163.	234 <-> 255	-	17	-	0	-	0.603996983409
	164.	200 <-> 233	-	11	-	0	-	0.588075304638
	165.	203 <-> 233	-	11	-	0	-	0.572306478478
	166.	233 <-> 234	-	11	-	0	-	0.556752919747
	167.	225 <-> 233	-	11	-	0	-	0.541513982642
	168.	233 <-> 280	-	11	-	0	-	0.526756440281
	169.	233 <-> 281	-	11	-	0	-	0.512779538045
	170.	229 <-> 233	-	11	-	0	-	0.500168756027
	171.	264 <-> 271	-	7	-	0	-	0.500168756027
	172.	264 <-> 274	-	7	-	0	-	0.487054001929
	173.	264 <-> 273	-	7	-	1	-	0.501838235294
	174.	241 <-> 254	-	4	-	1	-	0.510593220339
	175.	241 <-> 265	-	4	-	1	-	0.519704433498
	176.	206 <-> 241	-	4	-	1	-	0.529207634471
	177.	241 <-> 280	-	4	-	1	-	0.539148351648
	178.	200 <-> 241	-	4	-	1	-	0.54958677686
	179.	234 <-> 241	-	4	-	1	-	0.560606060606
	180.	205 <-> 241	-	4	-	1	-	0.572327044025
	181.	229 <-> 241	-	4	-	1	-	0.584935897436
	182.	225 <-> 241	-	4	-	1	-	0.598739495798
	183.	203 <-> 241	-	4	-	1	-	0.614285714286
	184.	241 <-> 281	-	4	-	1	-	0.632653061224
	185.	207 <-> 269	-	1	-	0	-	0.571428571429
	186.	207 <-> 245	-	2	-	1	-	0.583333333333
	187.	252 <-> 286	-	1	-	0	-	0.572916666667
	188.	240 <-> 286	-	2	-	0	-	0.569444444444
	189.	251 <-> 286	-	4	-	0	-	0.552083333333
	190.	250 <-> 286	-	4	-	1	-	0.574468085106
	191.	283 <-> 284	-	1	-	2	-	0.6
	192.	255 <-> 299	-	1	-	0	-	0.592592592593
	193.	292 <-> 299	-	2	-	0	-	0.588148148148
	194.	241 <-> 299	-	4	-	0	-	0.586666666667
	195.	293 <-> 299	-	4	-	0	-	0.588148148148
	196.	233 <-> 299	-	4	-	0	-	0.57037037037
	197.	243 <-> 299	-	4	-	1	-	0.590909090909
	198.	260 <-> 261	-	1	-	2	-	0.619047619048
	199.	243 <-> 293	-	1	-	0	-	0.609523809524
	200.	292 <-> 293	-	2	-	0	-	0.604761904762
	201.	233 <-> 293	-	4	-	0	-	0.604761904762
