Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	273	-	57	-	1	-	0.427344913619
	2.	232	-	55	-	2	-	0.427506912469
	3.	292	-	53	-	1	-	0.407824411371
	4.	250	-	51	-	6	-	0.38126753039
	5.	239	-	48	-	2	-	0.37883322219
	6.	240	-	46	-	4	-	0.407986007016
	7.	265	-	45	-	1	-	0.407427743518
	8.	264	-	43	-	1	-	0.403233789071
	9.	244	-	42	-	1	-	0.414757518851
	10.	241	-	40	-	1	-	0.357882055052
	11.	206	-	38	-	2	-	0.387322807911
	12.	213	-	33	-	4	-	0.425960210003
	13.	277	-	32	-	9	-	0.450131009342
	14.	286	-	27	-	4	-	0.434192768016
	15.	269	-	22	-	1	-	0.42007739735
	16.	287	-	21	-	6	-	0.513427930095
	17.	225	-	17	-	1	-	0.490323565324
	18.	233	-	16	-	1	-	0.42219047619
	19.	255	-	14	-	1	-	0.345833333333
	20.	228	-	13	-	1	-	0.404347826087
	21.	254	-	11	-	5	-	0.37962962963
	22.	235	-	8	-	9	-	0.333333333333
	23.	243	-	6	-	1	-	0.208333333333
	24.	280	-	4	-	8	-	0.0

Clusters:

	273
	232
	295
	292
	250
	217, 218, 219, 220, 221
	239
	275
	240
	297
	238
	224
	265
	264
	244
	241
	206
	205
	213
	212
	283, 284
	277
	242, 263, 270, 271, 272, 274, 289, 290
	286
	279
	291
	288
	269
	287
	267, 296
	246, 260, 261
	225
	233
	255
	228
	254
	200, 229, 230, 231
	235
	207, 226, 227, 245
	236, 237
	251, 252
	243
	280
	215, 234, 249, 281
	203, 293, 299

DB Index:				2.11254957518
Average Silhouette Coefficient:	0.377255830167
