Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	218 <-> 250	-	156	-	0	-	0.452024685405
	2.	219 <-> 292	-	154	-	0	-	0.45513176818
	3.	221 <-> 292	-	153	-	5	-	0.421492076212
	4.	232 <-> 273	-	148	-	0	-	0.419627873593
	5.	215 <-> 273	-	149	-	0	-	0.420640515492
	6.	273 <-> 280	-	153	-	0	-	0.421926349743
	7.	232 <-> 240	-	151	-	0	-	0.415864996489
	8.	240 <-> 292	-	150	-	0	-	0.410738322135
	9.	200 <-> 239	-	155	-	0	-	0.415060960282
	10.	240 <-> 243	-	147	-	0	-	0.416822923808
	11.	240 <-> 255	-	146	-	0	-	0.41884198318
	12.	239 <-> 254	-	148	-	0	-	0.423298311166
	13.	273 <-> 281	-	140	-	0	-	0.425760962893
	14.	235 <-> 265	-	136	-	0	-	0.426773279585
	15.	215 <-> 244	-	136	-	0	-	0.42663905923
	16.	265 <-> 273	-	132	-	0	-	0.424362335089
	17.	205 <-> 273	-	135	-	0	-	0.427671158618
	18.	232 <-> 233	-	135	-	0	-	0.42884497279
	19.	230 <-> 264	-	134	-	0	-	0.430109394642
	20.	228 <-> 244	-	131	-	0	-	0.430681290067
	21.	228 <-> 250	-	126	-	0	-	0.432735445062
	22.	232 <-> 244	-	124	-	0	-	0.433360310393
	23.	264 <-> 265	-	123	-	0	-	0.429635358874
	24.	224 <-> 240	-	123	-	0	-	0.440211710627
	25.	232 <-> 250	-	120	-	0	-	0.436810863108
	26.	205 <-> 250	-	119	-	0	-	0.443638594201
	27.	265 <-> 290	-	113	-	0	-	0.447402477377
	28.	232 <-> 287	-	115	-	0	-	0.444718396751
	29.	206 <-> 236	-	116	-	0	-	0.445966168587
	30.	232 <-> 236	-	113	-	0	-	0.448951908338
	31.	232 <-> 260	-	113	-	0	-	0.449664920815
	32.	263 <-> 273	-	103	-	0	-	0.448685426454
	33.	265 <-> 274	-	103	-	0	-	0.44885731339
	34.	263 <-> 264	-	99	-	0	-	0.448285417965
	35.	277 <-> 296	-	100	-	0	-	0.449405866145
	36.	287 <-> 296	-	101	-	0	-	0.450386258301
	37.	263 <-> 274	-	92	-	0	-	0.464111748498
	38.	284 <-> 292	-	82	-	0	-	0.45939000686
	39.	213 <-> 241	-	79	-	0	-	0.457696249096
	40.	213 <-> 292	-	79	-	0	-	0.455260060717
	41.	213 <-> 284	-	83	-	2	-	0.470498821575
	42.	235 <-> 273	-	82	-	0	-	0.467455106032
	43.	227 <-> 273	-	89	-	0	-	0.469179517983
	44.	269 <-> 273	-	85	-	0	-	0.466792006505
	45.	273 <-> 286	-	82	-	0	-	0.442251143328
	46.	239 <-> 264	-	88	-	0	-	0.44060371668
	47.	245 <-> 273	-	88	-	0	-	0.442371393448
	48.	269 <-> 277	-	90	-	0	-	0.44434349542
	49.	261 <-> 273	-	89	-	0	-	0.447950999028
	50.	277 <-> 286	-	87	-	0	-	0.450282001359
	51.	286 <-> 288	-	83	-	0	-	0.450670501747
	52.	286 <-> 291	-	86	-	0	-	0.451164956787
	53.	240 <-> 244	-	82	-	0	-	0.452764283386
	54.	239 <-> 290	-	85	-	0	-	0.448134653757
	55.	264 <-> 287	-	83	-	0	-	0.452391508014
	56.	244 <-> 245	-	80	-	0	-	0.455926861549
	57.	279 <-> 286	-	79	-	0	-	0.456569653101
	58.	239 <-> 289	-	74	-	0	-	0.457832279363
	59.	213 <-> 232	-	66	-	0	-	0.456594796308
	60.	213 <-> 228	-	65	-	0	-	0.458447741342
	61.	232 <-> 265	-	63	-	0	-	0.45679102264
	62.	241 <-> 265	-	61	-	0	-	0.452620558601
	63.	213 <-> 293	-	65	-	0	-	0.454183810165
	64.	213 <-> 265	-	63	-	0	-	0.434522915504
	65.	263 <-> 265	-	64	-	3	-	0.456726198706
	66.	215 <-> 232	-	55	-	0	-	0.456467947257
	67.	232 <-> 292	-	55	-	0	-	0.436758952548
	68.	228 <-> 232	-	56	-	0	-	0.439706798353
	69.	241 <-> 267	-	54	-	0	-	0.440351110659
	70.	206 <-> 232	-	54	-	0	-	0.436118306426
	71.	205 <-> 241	-	52	-	0	-	0.428830206001
	72.	224 <-> 292	-	53	-	0	-	0.429900035642
	73.	205 <-> 206	-	43	-	0	-	0.437836543579
	74.	244 <-> 264	-	37	-	0	-	0.434132839875
	75.	273 <-> 277	-	35	-	0	-	0.430844858016
	76.	264 <-> 277	-	40	-	0	-	0.435077662249
	77.	273 <-> 288	-	41	-	0	-	0.437496407524
	78.	289 <-> 290	-	38	-	0	-	0.448078418106
	79.	215 <-> 225	-	32	-	0	-	0.447393049424
	80.	235 <-> 286	-	29	-	0	-	0.442823544854
	81.	235 <-> 269	-	29	-	0	-	0.441992101166
	82.	227 <-> 235	-	32	-	0	-	0.449928609102
	83.	235 <-> 252	-	31	-	0	-	0.464743423917
	84.	236 <-> 250	-	29	-	3	-	0.452583769716
	85.	215 <-> 234	-	24	-	0	-	0.452975521211
	86.	215 <-> 241	-	24	-	0	-	0.451253700004
	87.	215 <-> 243	-	31	-	0	-	0.452036158286
	88.	215 <-> 292	-	30	-	0	-	0.448208319458
	89.	215 <-> 228	-	29	-	0	-	0.443525779776
	90.	215 <-> 265	-	28	-	2	-	0.460461808307
	91.	239 <-> 240	-	21	-	0	-	0.437883811591
	92.	207 <-> 239	-	22	-	0	-	0.437637506172
	93.	239 <-> 286	-	21	-	0	-	0.436488080885
	94.	239 <-> 269	-	22	-	0	-	0.432957703216
	95.	239 <-> 250	-	23	-	0	-	0.437555404366
	96.	238 <-> 240	-	22	-	3	-	0.463370114734
	97.	240 <-> 269	-	19	-	0	-	0.459214270578
	98.	244 <-> 277	-	18	-	6	-	0.515444589424
	99.	250 <-> 269	-	17	-	0	-	0.518845949968
	100.	252 <-> 269	-	17	-	0	-	0.530410575819
	101.	226 <-> 286	-	20	-	0	-	0.531301408342
	102.	227 <-> 286	-	21	-	0	-	0.54709343944
	103.	245 <-> 287	-	20	-	0	-	0.574304323794
	104.	260 <-> 261	-	16	-	0	-	0.587909765971
	105.	232 <-> 296	-	11	-	2	-	0.612927202821
	106.	240 <-> 246	-	10	-	0	-	0.618297010318
	107.	240 <-> 286	-	11	-	0	-	0.604517881646
	108.	250 <-> 286	-	12	-	0	-	0.600262562497
	109.	251 <-> 286	-	13	-	0	-	0.604517881646
	110.	252 <-> 286	-	12	-	9	-	0.589798432562
	111.	207 <-> 269	-	10	-	0	-	0.554710713263
	112.	207 <-> 245	-	11	-	6	-	0.585802305334
	113.	264 <-> 273	-	9	-	0	-	0.582677305334
	114.	271 <-> 273	-	9	-	0	-	0.564968972
	115.	273 <-> 274	-	12	-	0	-	0.551427305334
	116.	270 <-> 273	-	11	-	0	-	0.546218972
	117.	272 <-> 273	-	10	-	8	-	0.547736407111
	118.	225 <-> 234	-	8	-	0	-	0.5423495486
	119.	225 <-> 241	-	11	-	0	-	0.524770831021
	120.	229 <-> 241	-	11	-	0	-	0.513188663189
	121.	225 <-> 292	-	13	-	0	-	0.501151626152
	122.	225 <-> 233	-	20	-	0	-	0.483513708514
	123.	229 <-> 233	-	18	-	0	-	0.483802308802
	124.	225 <-> 243	-	14	-	0	-	0.487304593555
	125.	225 <-> 255	-	17	-	0	-	0.47702020202
	126.	229 <-> 255	-	17	-	0	-	0.481313131313
	127.	225 <-> 280	-	19	-	0	-	0.492721861472
	128.	229 <-> 254	-	20	-	0	-	0.524666305916
	129.	200 <-> 241	-	18	-	0	-	0.520947339697
	130.	200 <-> 233	-	20	-	0	-	0.520147676398
	131.	200 <-> 255	-	19	-	0	-	0.52484043734
	132.	200 <-> 292	-	20	-	0	-	0.55627983128
	133.	225 <-> 299	-	17	-	0	-	0.560347291597
	134.	203 <-> 225	-	17	-	0	-	0.588125069375
	135.	228 <-> 230	-	12	-	0	-	0.596458402708
	136.	230 <-> 265	-	11	-	5	-	0.558684298158
	137.	234 <-> 292	-	2	-	0	-	0.535646809331
	138.	241 <-> 292	-	2	-	0	-	0.485524417103
	139.	228 <-> 241	-	4	-	0	-	0.495765929976
	140.	241 <-> 299	-	8	-	0	-	0.47903091061
	141.	234 <-> 243	-	12	-	0	-	0.48149540518
	142.	265 <-> 281	-	12	-	0	-	0.513074352548
	143.	241 <-> 243	-	12	-	0	-	0.514536340852
	144.	241 <-> 293	-	11	-	0	-	0.513993316625
	145.	280 <-> 293	-	11	-	0	-	0.525396825397
	146.	233 <-> 234	-	11	-	0	-	0.513157894737
	147.	234 <-> 255	-	12	-	0	-	0.504803675856
	148.	206 <-> 292	-	13	-	0	-	0.546574770259
	149.	233 <-> 241	-	11	-	0	-	0.525062656642
	150.	241 <-> 255	-	13	-	0	-	0.521679197995
	151.	203 <-> 241	-	14	-	0	-	0.558521303258
	152.	233 <-> 280	-	9	-	0	-	0.558646616541
	153.	255 <-> 280	-	12	-	0	-	0.574185463659
	154.	233 <-> 281	-	9	-	0	-	0.585463659148
	155.	255 <-> 281	-	9	-	15	-	0.0
	156.	224 <-> 232	-	1	-	4	-	0.0

Clusters:

	217, 218, 219, 220, 221
	283, 284
	212, 213, 263
	235, 236, 237
	215, 249
	238, 239, 275
	242, 277, 289
	244, 279, 288
	267, 296
	246, 261, 286, 287
	240, 250, 251, 252, 297
	245, 260, 269
	207, 226, 227
	273, 291
	264, 270, 271, 272, 274, 290
	200, 225, 229, 230, 231
	206, 234, 241, 254, 280, 281
	203, 228, 233, 243, 255, 265, 292, 293, 299
	205, 232, 295
	224

DB Index:				1.83338930304
Average Silhouette Coefficient:	0.245654314305
